run_label,method_family,coverage_target,n_cells,n_attained,mean_frontier_set_size,median_frontier_set_size,mean_coverage,mean_point_risk,attainment_rate
qwen25_7b_anes_fixed_s10,llm_cached,0.9,60,58,1.8643165024630544,1.8642857142857143,0.9943041871921182,0.30421798029556646,0.9666666666666667
qwen25_7b_anes_fixed_s10,llm_fixed_prompt_frontier,0.8,70,68,1.8668802521008403,1.8654761904761905,0.9948231792717086,0.30311974789915963,0.9714285714285714
qwen25_7b_anes_fixed_s10,llm_fixed_prompt_frontier,0.9,60,58,1.8643165024630544,1.8642857142857143,0.9943041871921182,0.30421798029556646,0.9666666666666667
qwen25_7b_anes_fixed_s10,llm_prompt_policy_frontier,0.8,70,68,1.8668802521008403,1.8654761904761905,0.9948231792717086,0.30311974789915963,0.9714285714285714
qwen25_7b_anes_fixed_s10,llm_prompt_policy_frontier,0.9,60,58,1.8643165024630544,1.8642857142857143,0.9943041871921182,0.30421798029556646,0.9666666666666667
qwen25_7b_anes_fixed_s10,overall_frontier,0.8,70,70,1.00140306122449,0.8816666666666666,0.8514557823129252,0.12081462585034008,1.0
qwen25_7b_anes_fixed_s10,overall_frontier,0.9,60,60,1.1896765873015873,1.05625,0.939515873015873,0.11633730158730154,1.0
qwen25_7b_anes_fixed_s10,reference,0.8,70,63,0.9031594860166289,0.875,0.835400604686319,0.09728080120937259,0.9
qwen25_7b_anes_fixed_s10,reference,0.9,60,54,1.1148567019400353,1.0274999999999999,0.9333355379188712,0.09316798941798937,0.9
qwen25_7b_anes_promptselect_s10,llm_cached,0.8,70,69,1.8897256728778467,1.8833333333333333,0.9958229813664595,0.31888888888888883,0.9857142857142858
qwen25_7b_anes_promptselect_s10,llm_cached,0.9,60,60,1.8834920634920636,1.8792857142857144,0.9953968253968254,0.31440674603174595,1.0
qwen25_7b_anes_promptselect_s10,llm_fixed_prompt_frontier,0.8,70,69,1.8897256728778467,1.8833333333333333,0.9958229813664595,0.31888888888888883,0.9857142857142858
qwen25_7b_anes_promptselect_s10,llm_fixed_prompt_frontier,0.9,60,60,1.8834920634920636,1.8792857142857144,0.9953968253968254,0.31440674603174595,1.0
qwen25_7b_anes_promptselect_s10,llm_prompt_optimized,0.8,70,63,1.8444916855631142,1.8416666666666663,0.9829629629629629,0.2972033257747543,0.9
qwen25_7b_anes_promptselect_s10,llm_prompt_optimized,0.9,60,60,1.8481031746031746,1.8416666666666663,0.9825972222222222,0.3000932539682539,1.0
qwen25_7b_anes_promptselect_s10,llm_prompt_policy_frontier,0.8,70,69,1.8550931677018632,1.8428571428571427,0.9844444444444443,0.3070134575569358,0.9857142857142858
qwen25_7b_anes_promptselect_s10,llm_prompt_policy_frontier,0.9,60,60,1.8469126984126985,1.8416666666666663,0.9825972222222222,0.3034265873015872,1.0
qwen25_7b_anes_promptselect_s10,overall_frontier,0.8,70,70,0.9870612244897959,0.8833333333333333,0.8556530612244898,0.10095748299319725,1.0
qwen25_7b_anes_promptselect_s10,overall_frontier,0.9,60,60,1.105357142857143,0.9833333333333332,0.9280456349206349,0.09197817460317456,1.0
qwen25_7b_anes_promptselect_s10,reference,0.8,70,65,0.9193626373626373,0.875,0.8459047619047619,0.08273443223443219,0.9285714285714286
qwen25_7b_anes_promptselect_s10,reference,0.9,60,55,1.037391774891775,0.98,0.9232878787878788,0.07226190476190472,0.9166666666666666
qwen25_7b_fair_promptselect_s10,llm_cached,0.8,70,69,2.0,2.0,1.0,0.38773464458247064,0.9857142857142858
